id,time,begin,spell_time,transition,s.1,s.2,s.3,s.4,s.5,s.6,s.7,s.8,s.9,s.10,s.11,s.12,s.13,s.14,s.15,s.16,s.17,s.18,s.19,s.20,s.21,s.22,s.23,s.24,s.25,s.26,s.27,s.28,s.29,s.30,s.31,s.32,s.33,s.34,s.35,s.36,s.37,s.38,s.39,s.40,s.41,s.42,s.43,s.44,s.45,s.46,s.47,s.48,s.49,s.50,s.51,s.52,s.53,s.54,s.55,s.56,s.57,s.58,s.59,s.60,SAMMtypology,lastobs,SAMMSingle Parenthood,SAMMTraditional Marriage and Parenthood,SAMMStable Cohabitation without Children,SAMMEarly Marriage without Children,SAMMDiverse Paths with Children,SAMMMarriage with Two Children,SAMMStable Cohabitation with Children
456789000.0,205,1,204,False,"Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child",None,True,0,0,0,0,0,0,0
456891000.0,35,3,32,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)",Single Parenthood,True,1,0,0,0,0,0,0
457450000.0,143,1,142,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child",Stable Cohabitation with Children,True,0,0,0,0,0,0,1
457711000.0,88,1,87,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)",Single Parenthood,True,1,0,0,0,0,0,0
457803000.0,60,53,7,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","Married, 1 child","Married, 1 child",Marriage with Two Children,True,0,0,0,0,0,1,0
458198000.0,191,1,190,True,"Single, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)",Single Parenthood,True,1,0,0,0,0,0,0
458903000.0,57,1,56,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child",Traditional Marriage and Parenthood,True,0,1,0,0,0,0,0
459039000.0,116,1,115,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child",Traditional Marriage and Parenthood,True,0,1,0,0,0,0,0
459061000.0,33,1,32,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, no child","Single, no child","Single, no child","Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child",Early Marriage without Children,True,0,0,0,1,0,0,0
459061000.0,44,41,3,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child",Early Marriage without Children,True,0,0,0,1,0,0,0
459061000.0,121,110,11,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child",Early Marriage without Children,True,0,0,0,1,0,0,0
459061000.0,205,129,76,False,"Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, no child","Single, no child","Cohabiting, no child",None,True,0,0,0,0,0,0,0
459552000.0,10,1,9,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child",Diverse Paths with Children,True,0,0,0,0,1,0,0
459552000.0,53,33,20,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child",Diverse Paths with Children,True,0,0,0,0,1,0,0
459740000.0,14,1,13,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)",Stable Cohabitation without Children,True,0,0,1,0,0,0,0
461001000.0,28,1,27,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)",Stable Cohabitation without Children,True,0,0,1,0,0,0,0
461001000.0,126,104,22,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)",Stable Cohabitation without Children,True,0,0,1,0,0,0,0
461549000.0,19,1,18,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)",Stable Cohabitation without Children,True,0,0,1,0,0,0,0
462847000.0,42,1,41,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)",Marriage with Two Children,True,0,0,0,0,0,1,0
462847000.0,143,107,36,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)",Marriage with Two Children,True,0,0,0,0,0,1,0
463168000.0,58,46,12,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)",Marriage with Two Children,True,0,0,0,0,0,1,0
463168000.0,95,95,0,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)",Marriage with Two Children,True,0,0,0,0,0,1,0
