id,time,begin,spell_time,transition,s.1,s.2,s.3,s.4,s.5,s.6,s.7,s.8,s.9,s.10,s.11,s.12,s.13,s.14,s.15,s.16,s.17,s.18,s.19,s.20,s.21,s.22,s.23,s.24,s.25,s.26,s.27,s.28,s.29,s.30,s.31,s.32,s.33,s.34,s.35,s.36,s.37,s.38,s.39,s.40,s.41,s.42,s.43,s.44,s.45,s.46,s.47,s.48,s.49,s.50,s.51,s.52,s.53,s.54,s.55,s.56,s.57,s.58,s.59,s.60,SAMMtypology,lastobs,SAMMSingle Parenthood,SAMMTraditional Marriage and Parenthood,SAMMStable Cohabitation without Children,SAMMEarly Marriage without Children,SAMMDiverse Paths with Children,SAMMMarriage with Two Children,SAMMStable Cohabitation with Children
264221000.0,90,1,89,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child",Early Marriage without Children,True,0,0,0,1,0,0,0
264221000.0,205,101,104,False,"Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child",None,True,0,0,0,0,0,0,0
264617000.0,12,10,2,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, with child(ren)","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children",Traditional Marriage and Parenthood,True,0,1,0,0,0,0,0
264750000.0,61,1,60,True,"Single, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child",Marriage with Two Children,True,0,0,0,0,0,1,0
264750000.0,120,116,4,True,"Single, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)",Marriage with Two Children,True,0,0,0,0,0,1,0
265284000.0,170,135,35,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)",Single Parenthood,True,1,0,0,0,0,0,0
265284000.0,188,184,4,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)",Single Parenthood,True,1,0,0,0,0,0,0
265780000.0,9,1,8,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child",Single Parenthood,True,1,0,0,0,0,0,0
265780000.0,84,62,22,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child",Single Parenthood,True,1,0,0,0,0,0,0
265780000.0,132,126,6,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)",Single Parenthood,True,1,0,0,0,0,0,0
266558000.0,178,1,177,True,"Single, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child",Single Parenthood,True,1,0,0,0,0,0,0
266558000.0,205,189,16,False,"Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child",None,True,0,0,0,0,0,0,0
267074000.0,41,19,22,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child",Stable Cohabitation without Children,True,0,0,1,0,0,0,0
267082000.0,127,1,126,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)",Stable Cohabitation without Children,True,0,0,1,0,0,0,0
267534000.0,205,1,204,False,"Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child",None,True,0,0,0,0,0,0,0
268167000.0,24,1,23,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child",Stable Cohabitation without Children,True,0,0,1,0,0,0,0
268298000.0,31,1,30,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children","Married, 2+ children",Traditional Marriage and Parenthood,True,0,1,0,0,0,0,0
268358000.0,10,1,9,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child",Marriage with Two Children,True,0,0,0,0,0,1,0
268358000.0,70,45,25,True,"Single, no child","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","Single, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child","Married, no child",Marriage with Two Children,True,0,0,0,0,0,1,0
269216000.0,22,1,21,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)","Cohabiting, with child(ren)",Stable Cohabitation without Children,True,0,0,1,0,0,0,0
269288000.0,87,1,86,True,"Single, no child","Living apart together, no child","Living apart together, no child","Married, no child","LAT, with child(ren)","LAT, with child(ren)","LAT, with child(ren)","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child","Married, 1 child",Traditional Marriage and Parenthood,True,0,1,0,0,0,0,0
269339000.0,27,1,26,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child","Single, no child",Stable Cohabitation without Children,True,0,0,1,0,0,0,0
269339000.0,141,67,74,True,"Single, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child","Cohabiting, no child",Stable Cohabitation without Children,True,0,0,1,0,0,0,0
