ID,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
1,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy
2,Neutral,Neutral,Neutral,Happy,Neutral,Happy,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy
5,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Neutral,Somewhat happy,Happy,Happy,Happy
6,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat unhappy,Somewhat unhappy,Neutral,Somewhat happy,Somewhat happy,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat unhappy,Somewhat unhappy,Neutral,Neutral
7,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
8,Happy,Happy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Neutral,Somewhat happy,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat unhappy,Neutral,Neutral,Neutral,Unhappy,Unhappy,Unhappy,Unhappy
10,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Somewhat happy
11,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy
12,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy
14,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy
15,Neutral,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy
16,Unhappy,Neutral,Neutral,Neutral,Somewhat unhappy,Neutral,Neutral,Neutral,Neutral,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Neutral,Neutral,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy
17,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy
18,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
23,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy
24,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy
25,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Somewhat happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy
27,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
28,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Neutral,Neutral,Neutral
29,Somewhat happy,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy
30,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Neutral,Neutral
31,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy
32,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat unhappy,Somewhat unhappy,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat unhappy,Somewhat unhappy
33,Happy,Happy,Happy,Happy,Somewhat happy,Somewhat happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy
34,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy
37,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy
39,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy
40,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
41,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy
42,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy
43,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Happy,Happy,Happy,Happy,Happy,Happy
44,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
45,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Neutral,Neutral,Neutral
48,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Happy,Happy,Happy,Somewhat happy,Somewhat happy,Neutral,Neutral,Somewhat happy,Somewhat happy
49,Happy,Happy,Happy,Happy,Somewhat happy,Somewhat happy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Somewhat happy,Somewhat happy
50,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy
52,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
54,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
55,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Neutral,Neutral,Neutral
58,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat unhappy,Happy,Happy,Happy,Happy,Happy,Happy
59,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
60,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
61,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy
62,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy
64,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
67,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy
68,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
69,Neutral,Somewhat unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
70,Somewhat happy,Somewhat happy,Somewhat happy,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Happy,Happy,Happy,Happy,Somewhat happy
71,Neutral,Neutral,Neutral,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy
72,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Neutral,Somewhat happy,Somewhat happy,Neutral,Neutral,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Happy,Happy,Happy,Happy,Happy
73,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
74,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy
76,Neutral,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat happy,Somewhat happy,Somewhat happy,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
77,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
78,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy
79,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
80,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Neutral,Neutral
81,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy
84,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
86,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
88,Happy,Happy,Happy,Happy,Happy,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Unhappy
89,Neutral,Somewhat unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Neutral,Somewhat happy,Somewhat happy,Neutral,Neutral,Neutral,Somewhat unhappy,Somewhat unhappy,Neutral,Neutral,Neutral,Somewhat happy
90,Somewhat unhappy,Neutral,Neutral,Neutral,Neutral,Unhappy,Neutral,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Happy,Happy,Happy,Happy,Happy,Unhappy,Somewhat happy,Somewhat happy,Somewhat happy,Neutral,Somewhat happy
91,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy
93,Neutral,Neutral,Neutral,Unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy
94,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Unhappy,Unhappy,Unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Neutral,Neutral
95,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy
97,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
98,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Somewhat happy
99,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy
101,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat happy,Somewhat happy,Happy,Happy,Unhappy,Unhappy,Unhappy,Somewhat happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy
102,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Somewhat happy,Somewhat happy,Happy,Happy,Happy,Somewhat happy,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
104,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
107,Neutral,Somewhat happy,Neutral,Somewhat happy,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Neutral,Somewhat happy,Neutral,Somewhat happy,Neutral,Neutral,Neutral,Somewhat happy,Somewhat unhappy,Neutral
108,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
109,Neutral,Neutral,Neutral,Somewhat happy,Neutral,Somewhat happy,Neutral,Neutral,Somewhat happy,Neutral,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy
110,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Somewhat happy
111,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat unhappy,Neutral
112,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
113,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
114,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Happy,Happy,Somewhat happy,Neutral,Neutral,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Neutral
116,Neutral,Neutral,Neutral,Neutral,Neutral,Happy,Happy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy
117,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy
118,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
120,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy
121,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Happy
124,Somewhat unhappy,Somewhat unhappy,Neutral,Neutral,Neutral,Somewhat unhappy,Somewhat happy,Somewhat happy,Happy,Happy,Somewhat happy,Neutral,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Unhappy,Unhappy,Unhappy
125,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy
126,Somewhat unhappy,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Somewhat happy,Somewhat happy
128,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Neutral,Neutral,Somewhat happy,Somewhat happy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy
129,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Unhappy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy
130,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
131,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat unhappy,Somewhat unhappy,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Somewhat happy,Neutral,Neutral,Neutral,Neutral,Neutral
132,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Neutral,Neutral,Happy,Somewhat happy,Happy,Happy,Somewhat happy,Somewhat happy,Somewhat happy
133,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
134,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
135,Unhappy,Unhappy,Somewhat unhappy,Neutral,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy
137,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy
138,Neutral,Somewhat happy,Somewhat happy,Neutral,Neutral,Somewhat unhappy,Somewhat unhappy,Somewhat happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy
139,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy,Unhappy
140,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat unhappy,Unhappy,Somewhat unhappy,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Somewhat happy,Happy,Somewhat happy,Happy,Somewhat happy,Somewhat happy,Happy,Somewhat happy,Somewhat happy,Somewhat happy
141,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Happy,Happy,Happy,Happy,Happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy
142,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Neutral,Neutral,Neutral
146,Somewhat happy,Neutral,Neutral,Neutral,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Neutral,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Somewhat unhappy,Neutral,Happy,Happy,Happy,Happy,Happy
147,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy
148,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy
150,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy,Somewhat happy
152,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Happy,Neutral
